Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
"Edge-Node,Science DP",211-g100-a-1.net.uwa.edu.au,10.88.40.50,Switches and Hubs,Global/CRAWLEY/211/Ground Floor,Reachable,Supported,44:88:16:0e:cd:80,"C9300L-48P-4X, C9300L-24P-4X","FOC2629YQNB, FOC2617ZC35",117 days 4 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",211-g113-a-1.net.uwa.edu.au,10.88.40.51,Switches and Hubs,Global/CRAWLEY/211/Ground Floor,Reachable,Supported,44:88:16:0c:9f:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YR9A, FOC2629YSCG, FOC2629YSDX",117 days 4 hrs ,2 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",222-187-a-1.net.uwa.edu.au,10.88.24.17,Switches and Hubs,Global/CRAWLEY/222/First Floor,Reachable,Supported,70:18:a7:22:d9:00,"C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN","FCW2245L0AC, FCW2245L0AB, FCW2245D0E5, FCW2245C0E7, FCW2245G09Q, FCW2245G09Z, FCW2245G0AC, FCW2245L0AD",91 days 3 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,6,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Failed,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",222-187-a-2.net.uwa.edu.au,10.88.24.18,Switches and Hubs,Global/CRAWLEY/222/First Floor,Reachable,Supported,70:18:a7:22:dd:80,"C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN, C9300-48UN","FCW2245G09P, FOC2245U0EC, FCW2245D0E8, FCW2245G09K, FCW2245C0E4, FCW2245G09U",91 days 3 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,6,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Failed,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,Physics DP",222-187-g-1.net.uwa.edu.au,10.88.24.15,Switches and Hubs,Global/CRAWLEY/222/First Floor,Reachable,Supported,c0:f8:7f:70:66:e0,C9500-24Y4C,FDO26161SVH,91 days 3 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",223-197-a-1.net.uwa.edu.au,10.88.24.30,Switches and Hubs,Global/CRAWLEY/223/First Floor,Reachable,Supported,40:06:d5:7e:6e:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2604YKC4, FOC2603YQN4",115 days 4 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",223-224a-a-1.net.uwa.edu.au,10.88.24.40,Switches and Hubs,Global/CRAWLEY/223/Second Floor,Reachable,Supported,ac:bc:d9:0f:2c:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YK5S, FOC2604YJXK, FOC2604YJW6",117 days 2 hrs ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",223-224a-a-2.net.uwa.edu.au,10.88.24.41,Switches and Hubs,Global/CRAWLEY/223/Second Floor,Reachable,Supported,ac:bc:d9:03:51:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2604YK52, FOC2604YK69, FOC2604YK3W, FOC2604YKAY, FOC2604YJFM, FOC2604YHVF",117 days 1 hr ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Aggregation Switch,Physics DP",223-224a-g-1.net.uwa.edu.au,10.88.24.38,Switches and Hubs,Global/CRAWLEY/223/Second Floor,Reachable,Supported,c0:f8:7f:70:5f:60,C9500-24Y4C,FDO26161SUE,117 days 2 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",223-g33a-a-1.net.uwa.edu.au,10.88.24.43,Switches and Hubs,Global/CRAWLEY/223/Ground Floor,Reachable,Supported,40:06:d5:bd:b3:80,C9300L-48P-4X,FOC2604YK82,91 days 3 hrs ,11 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",223-g48-a-1.net.uwa.edu.au,10.88.24.42,Switches and Hubs,Global/CRAWLEY/223/Ground Floor,Reachable,Supported,40:06:d5:bd:57:80,C9300L-24P-4X,FOC2604YHXK,117 days 2 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",224-204-a-1.net.uwa.edu.au,10.88.24.119,Switches and Hubs,Global/CRAWLEY/224/Second Floor,Reachable,Supported,4c:ec:0f:90:10:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716Y98B, FOC2716YUZM, FOC2716YV1L, FOC2716YUEB, FOC2716YSZC, FOC2716YVD9, FOC2716YUEV",97 days 1 hr ,6 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",224-1148-a-1.net.uwa.edu.au,10.88.24.118,Switches and Hubs,Global/CRAWLEY/224/First Floor,Reachable,Supported,4c:ec:0f:ac:92:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YV6P, FOC2716YUY1",97 days 45 mins ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",224-g15-a-1.net.uwa.edu.au,10.88.24.114,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,24:6c:84:0e:d4:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YVC7, FOC2716YUM1, FOC2716YTL7, FOC2716YSSB, FOC2716YV7V",109 days 3 hrs ,10 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",224-g15-a-2.net.uwa.edu.au,10.88.24.120,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,4c:ec:0f:cf:b2:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YULB, FOC2716YD7M, FOC2716YV3T, FOC2716YUX6, FOC2716YUWA, FOC2716YTWB",109 days 3 hrs ,6 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,10
"Aggregation Switch,Physics DP",224-g15-g-1.net.uwa.edu.au,10.88.24.112,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,80:6a:00:6d:71:e0,C9500-24Y4C,FDO2614051N,109 days 3 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",224-g154-a-1.net.uwa.edu.au,10.88.24.115,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,24:6c:84:07:df:80,C9300L-48P-4X,FOC2716YVB4,36 days 4 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",224-g160a-a-1.net.uwa.edu.au,10.88.24.116,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,24:6c:84:0e:bd:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YV4V, FOC2716YU5K",36 days 2 hrs ,13 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",224-g167b-a-1.net.uwa.edu.au,10.88.24.117,Switches and Hubs,Global/CRAWLEY/224/Ground Floor,Reachable,Supported,24:6c:84:08:b3:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YV20, FOC2716YVAZ",36 days 3 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",225-162-a-1.net.uwa.edu.au,10.88.24.97,Switches and Hubs,Global/CRAWLEY/225/First Floor,Reachable,Supported,44:88:16:04:02:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQJM, FOC2629YS0Y, FOC2629YNF0, FOC2629YRJT, FOC2629YMTL, FOC2629YR88, FOC2629YR7R",117 days 1 hr ,17 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,Physics DP",225-162-g-1.net.uwa.edu.au,10.88.24.94,Switches and Hubs,Global/CRAWLEY/225/First Floor,Reachable,Supported,c0:f8:7f:70:84:e0,C9500-24Y4C,FDO26161SK6,117 days 1 hr ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",225-201-a-1.net.uwa.edu.au,10.88.24.96,Switches and Hubs,Global/CRAWLEY/225/Second Floor,Reachable,Supported,88:fc:5d:5f:1e:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YNUE, FOC2629YNHP, FOC2629YNFK",117 days 1 hr ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",225-b12a-a-1.net.uwa.edu.au,10.88.24.98,Switches and Hubs,Global/CRAWLEY/225/Basement,Reachable,Supported,3c:8b:7f:ce:12:80,C9300L-48P-4X,FOC2629YRP4,117 days 1 hr ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,-10,8
"Edge-Node,Physics DP",226-163-a-1.net.uwa.edu.au,10.88.24.26,Switches and Hubs,Global/CRAWLEY/226/First Floor,Reachable,Supported,ac:bc:d9:0f:2f:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2604YK5L, FOC2604YJD5, FOC2529LJR8",91 days 3 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Aggregation Switch,Physics DP",226-163-g-1.net.uwa.edu.au,10.88.24.24,Switches and Hubs,Global/CRAWLEY/226/First Floor,Reachable,Supported,c0:f8:7f:70:29:00,C9500-24Y4C,FDO26160PAS,91 days 3 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",226-275-a-1.net.uwa.edu.au,10.88.24.27,Switches and Hubs,Global/CRAWLEY/226/Second Floor,Reachable,Supported,40:06:d5:bd:a8:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X, C9300L-24P-4X","FOC2604YJF3, FOC2604YGU9, FOC2604YE71, FOC2604YJXJ, FOC2604YHSV, FOC2617ZBMZ",91 days 3 hrs ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Failed,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",227-g61-a-1.net.uwa.edu.au,10.88.40.60,Switches and Hubs,Global/CRAWLEY/227/Ground Floor,Reachable,Supported,3c:26:e4:05:89:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YL7H, FOC2629YRVE, FOC2629YNHK, FOC2629YS4T, FOC2629YNGD, FOC2629YR3L",5 days 22 hrs ,9 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",235-g06f-a-1.net.uwa.edu.au,10.88.40.40,Switches and Hubs,Global/CRAWLEY/235/Ground Floor,Reachable,Supported,88:fc:5d:5f:43:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YS5T, FOC2629YQJU, FOC2629YKDV, FOC2629YP32",5 days 22 hrs ,22 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Aggregation Switch,Science DP",238-134-g-1.net.uwa.edu.au,10.88.40.37,Switches and Hubs,Global/CRAWLEY/238/First Floor,Reachable,Supported,84:eb:ef:58:54:c0,C9500-24Y4C,FDO25340DA9,5 days 22 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Science DP",238-g02-a-1.net.uwa.edu.au,10.88.40.39,Switches and Hubs,Global/CRAWLEY/238/Ground,Reachable,Supported,74:ad:98:55:b7:00,C9300L-24P-4X,FOC2529LGSG,5 days 22 hrs ,43 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",241-104-a-1.net.uwa.edu.au,10.88.24.13,Switches and Hubs,Global/CRAWLEY/241/First Floor,Reachable,Supported,80:24:8f:9e:cf:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YPBZ, FOC2542YKW5, FOC2604YJWQ, FOC2542YLEE, FOC2604YK4A, FOC2604YK5G, FOC2604YJVZ",117 days 1 hr ,16 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",242-g01-a-1.net.uwa.edu.au,10.88.24.50,Switches and Hubs,Global/CRAWLEY/242/Ground Floor,Reachable,Supported,40:06:d5:bd:da:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2604YK5Q, FOC2604YK68, FOC2604YKCS, FOC2604YK4J",117 days 1 hr ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",245-233-a-1.net.uwa.edu.au,10.88.24.69,Switches and Hubs,Global/CRAWLEY/245/Second Floor,Reachable,Supported,88:fc:5d:5f:56:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQM7, FOC2629YREU, FOC2629YS1C, FOC2629YQNE, FOC2629YQL4",117 days 1 hr ,less than a minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Aggregation Switch,Physics DP",245-233-g-1.net.uwa.edu.au,10.88.24.62,Switches and Hubs,Global/CRAWLEY/245/Second Floor,Reachable,Supported,c0:f8:7f:70:66:40,C9500-24Y4C,FDO26161SVJ,117 days 1 hr ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",245-313-a-1.net.uwa.edu.au,10.88.24.70,Switches and Hubs,Global/CRAWLEY/245/Third Floor,Reachable,Supported,44:88:16:0e:c9:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQJP, FOC2629YQP4",117 days 1 hr ,about 16 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",245-496-a-1.net.uwa.edu.au,10.88.24.72,Switches and Hubs,Global/CRAWLEY/245/Fourth Floor,Reachable,Supported,44:88:16:0e:85:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YS33, FOC2629YQ6X, FOC2629YKEX",117 days 1 hr ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",245-1136-a-1.net.uwa.edu.au,10.88.24.67,Switches and Hubs,Global/CRAWLEY/245/First Floor,Reachable,Supported,44:88:16:0e:81:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YP67, FOC2629YQNJ, FOC2629YRVS",117 days 1 hr ,27 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",245-1139-a-1.net.uwa.edu.au,10.88.24.68,Switches and Hubs,Global/CRAWLEY/245/First Floor,Reachable,Supported,3c:26:e4:05:99:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2629YQM3, FOC2629YJTB",117 days 1 hr ,4 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",245-b47-a-1.net.uwa.edu.au,10.88.24.29,Switches and Hubs,Global/CRAWLEY/245/Basement,Reachable,Supported,3c:8b:7f:f9:3f:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2629YQUP, FOC2542YLF3, FOC2629YNFH",117 days 1 hr ,2 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",245-b90-a-1.net.uwa.edu.au,10.88.24.64,Switches and Hubs,Global/CRAWLEY/245/Basement,Reachable,Supported,80:24:8f:60:a3:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2542YB22, FOC2604YK80, FOC2629YSJ9",117 days 1 hr ,3 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Physics DP",245-dem-a-1.net.uwa.edu.au,10.88.24.65,Switches and Hubs,Global/CRAWLEY/245/Ground Floor,Reachable,Supported,a8:4f:b1:24:a8:00,C9300L-24P-4X,FOC2617ZAJ9,79 days 2 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
"Edge-Node,Physics DP",245-g02-a-1.net.uwa.edu.au,10.88.24.66,Switches and Hubs,Global/CRAWLEY/245/Ground Floor,Reachable,Supported,40:06:d5:63:23:80,"C9300L-48P-4X, C9300L-48P-4X","FOC2604Y877, FOC2629YR84",117 days 1 hr ,24 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
