Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
"Edge-Node,Fairway DP",685-g03a-a-1.net.uwa.edu.au,10.88.56.30,Switches and Hubs,Global/CRAWLEY/685/Ground Floor,Reachable,Supported,44:88:16:0e:9f:80,C9300L-48P-4X,FOC2629YS36,62 days 4 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
"Edge-Node,Fairway DP",686-g06a-a-1.net.uwa.edu.au,10.88.56.39,Switches and Hubs,Global/CRAWLEY/686/Ground Floor,Reachable,Supported,24:6c:84:0e:eb:80,C9300L-48P-4X,FOC2716YX7R,77 days 22 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,689-g51-a-1.net.uwa.edu.au,10.88.56.41,Switches and Hubs,Global/CRAWLEY/689/Ground Floor,Reachable,Supported,4c:ec:0f:96:f9:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YUXN, FOC2716YUY8",20 days 2 hrs ,40 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.04a.SPA.bin,[object Object],17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,10
Edge-Node,710-206-a-1.net.uwa.edu.au,10.89.96.71,Switches and Hubs,Global/Albany/710/Second Floor,Reachable,Supported,58:56:9f:4b:ab:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YV4D, FOC2716YUZ1, FOC2716YV70, FOC2716YUWN",84 days 22 hrs ,1 minute,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),[object Object],cat9k_iosxe.17.09.04a.SPA.bin,[object Object],17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,8
Edge-Node,711-1002-a-1.net.uwa.edu.au,10.89.96.73,Switches and Hubs,Global/Albany/711/First Floor,Reachable,Supported,58:56:9f:4b:a7:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YV8H, FOC2716YV2X, FOC2716YU9Y",83 days 16 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),"[object Object],[object Object],[object Object]",cat9k_iosxe.17.09.04a.SPA.bin,"[object Object],[object Object],[object Object]",17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2,8
Edge-Node,713-g01-a-1.net.uwa.edu.au,10.89.96.75,Switches and Hubs,Global/Albany/713/Ground Floor,Ping Reachable,Supported,44:88:16:0e:c5:80,C9300L-48P-4X,FOC2629YRL1,86 days 6 mins ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),"[object Object],[object Object],[object Object]",cat9k_iosxe.17.09.04a.SPA.bin,"[object Object],[object Object],[object Object]",17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,-10,10
Edge-Node,4716-g11-a-1.net.uwa.edu.au,10.89.96.77,Switches and Hubs,Global/Albany/4716/Ground Floor,Reachable,Supported,88:fc:5d:83:1e:80,C9300L-48P-4X,FOC2629YS2U,77 days 22 hrs ,about 2 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),"[object Object],[object Object],[object Object]",cat9k_iosxe.17.09.04a.SPA.bin,"[object Object],[object Object],[object Object]",17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,17 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,-10,8
Border-Router,albany-br-01.net.uwa.edu.au,10.89.96.65,Switches and Hubs,Global/Albany/710/Second Floor,Reachable,Supported,74:8f:c2:fa:14:80,C9300X-24Y,FOC2711YBRN,84 days 22 hrs ,12 minutes,24:00:00,Managed,BORDER ROUTER,Cisco Catalyst 9300 Series Switches,Unsupported,,"[object Object],[object Object]",C9800-SW-iosxe-wlc.17.09.04a.SPA.bin,"[object Object],[object Object]",17.9.4a,Device Uptodate,UPTODATE,Success,Failed,Success,16 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Distribution-Router,fairway-dr-04.net.uwa.edu.au,10.88.8.139,Switches and Hubs,Global/CRAWLEY/658/Fairway DP,Reachable,Supported,20:cf:ae:84:08:20,"C9500-48Y4C, C9500-48Y4C","FDO25350BYJ, FDO24440BZZ",249 days 22 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,[object Object],cat9k_iosxe.17.09.04a.SPA.bin,[object Object],17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Border-Router,physics-br-02.net.uwa.edu.au,10.88.0.1,Switches and Hubs,Global/CRAWLEY/245/Physics DC,Reachable,Supported,74:ad:98:79:f7:60,C9500-32QC,FDO25260674,173 days 2 hrs ,about 23 hours,24:00:00,Managed,BORDER ROUTER,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,2 months ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Core-Router,physics-cr-02.net.uwa.edu.au,10.88.8.129,Switches and Hubs,Global/CRAWLEY/245/Physics DC,Reachable,Supported,f0:4a:02:20:a6:60,C9500-32QC,FDO25210KX4,173 days 2 hrs ,about 23 hours,24:00:00,Managed,CORE,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,2 months ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Distribution-Router,physics-dr-04.net.uwa.edu.au,10.88.8.135,Switches and Hubs,Global/CRAWLEY/245/Physics DC,Reachable,Supported,20:cf:ae:83:fe:c0,"C9500-48Y4C, C9500-48Y4C","FDO253418ZM, FDO25350BX8",276 days 23 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,8
Distribution-Router,qe2-dr-04.net.uwa.edu.au,10.88.8.141,Switches and Hubs,Global/CRAWLEY/502/QE2 DP,Reachable,Supported,40:f0:78:aa:84:40,"C9500-48Y4C, C9500-48Y4C","FDO253418ZQ, FDO24440501",249 days 22 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Border-Router,reid-br-02.net.uwa.edu.au,10.88.0.2,Switches and Hubs,Global/CRAWLEY/139/Reid DC,Reachable,Supported,f0:4a:02:0b:94:a0,C9500-32QC,FDO25210KXE,173 days 2 hrs ,about 23 hours,24:00:00,Managed,BORDER ROUTER,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,2 months ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Core-Router,reid-cr-02.net.uwa.edu.au,10.88.8.130,Switches and Hubs,Global/CRAWLEY/139/Reid DC,Reachable,Supported,74:ad:98:79:f9:e0,C9500-32QC,FDO2526068T,173 days 2 hrs ,about 23 hours,24:00:00,Managed,CORE,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.04a.SPA.bin,,17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,2 months ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Distribution-Router,science-dr-04.net.uwa.edu.au,10.88.8.137,Switches and Hubs,Global/CRAWLEY/446/First Floor,Reachable,Supported,40:f0:78:aa:31:c0,"C9500-48Y4C, C9500-48Y4C","FDO253418YZ, FDO24440BT7",191 days 2 hrs ,about 5 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,"[object Object],[object Object],[object Object]",cat9k_iosxe.17.09.04a.SPA.bin,"[object Object],[object Object],[object Object]",17.9.4a,Device Uptodate,UPTODATE,Success,Success,Success,17 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Border-Router,Test-BR.net.uwa.edu.au,10.89.96.1,Switches and Hubs,Global/Testing Fabric/Test Facility/Test Floor,Reachable,Supported,74:8f:c2:6a:59:00,C9300X-24Y,FOC2711YBL9,106 days 19 hrs ,about 23 hours,24:00:00,Managed,BORDER ROUTER,Cisco Catalyst 9300 Series Switches,Unsupported,,"[object Object],[object Object],[object Object]",C9800-SW-iosxe-wlc.17.09.04a.SPA.bin,"[object Object],[object Object],[object Object]",17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,22 days ago,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,Test-Edge-1.net.uwa.edu.au,10.89.96.7,Switches and Hubs,Global/Testing Fabric/Test Facility/Test Floor,Reachable,Supported,44:88:16:0e:c2:00,C9300L-48P-4X,FOC2629YRAM,48 days 20 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,"[object Object],[object Object]",C9800-SW-iosxe-wlc.17.09.04a.SPA.bin,"[object Object],[object Object]",17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,21 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,Test-Edge-2.net.uwa.edu.au,10.89.96.8,Switches and Hubs,Global/Testing Fabric/Test Facility/Test Floor,Reachable,Supported,4c:ec:0f:97:0a:00,C9300L-48P-4X,FOC2716YUB3,48 days 20 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.04a.SPA.bin,[object Object],17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,22 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,Test-Edge-3.net.uwa.edu.au,10.89.96.9,Switches and Hubs,Global/Testing Fabric/Test Facility/Test Floor,Reachable,Supported,58:56:9f:4b:a4:80,C9300L-48P-4X,FOC2716YUTS,71 days 22 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.04a.SPA.bin,[object Object],17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,22 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,10
Edge-Node,Test-Edge-4.net.uwa.edu.au,10.89.96.10,Switches and Hubs,Global/Testing Fabric/Test Facility/Test Floor,Reachable,Supported,44:88:16:0e:d4:00,C9300L-48P-4X,FOC2629YRJJ,71 days 22 hrs ,about 23 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.04a.SPA.bin,[object Object],17.9.4a,Device Uptodate,UPTODATE,Success,Success,Not Applied,22 days ago,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1,8
