Tags,Device Name,IP Address,Device Family,Site,Reachability,Support Type,MAC Address,Platform,Serial Number,Uptime,Last Updated,Resync Interval,Manageability,Device Role,Device Series,AP LED Flash Status,Advisories,Template Provision Status,Software Image,Template Conflict Status,Image Version,OS Update Status,Image Needs Update,Image Precheck Status,Provisioning Status,Credential Status,Last Provisioned,Associated WLC IP,AP CDP Neighbors,AP Group Name,Flex Group Name,AP Ethernet Mac Address,AP Location,AP Zone Name,RF Profile,Policy Tag,Site Tag,Application Telemetry,Replacement Serial Number,Replace Status,Compliance,Integrity Verification,EoX Status,Health Score
"DP-Fairway,Edge-Node",686-g06a-a-1.net.uwa.edu.au,10.88.56.39,Switches and Hubs,Global/CRAWLEY/686/Ground Floor,Reachable,Supported,24:6c:84:0e:eb:80,C9300L-48P-4X,FOC2716YX7R,122 days 4 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",687-125-a-1.net.uwa.edu.au,10.88.56.46,Switches and Hubs,Global/CRAWLEY/687/First Floor,Reachable,Supported,24:6c:84:08:be:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-24P-4X","FOC2716YUVA, FOC2716YV9Z, FOC2545Y8S8",122 days 4 hrs ,8 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",687-g22-a-1.net.uwa.edu.au,10.88.56.45,Switches and Hubs,Global/CRAWLEY/687/Ground Floor,Reachable,Supported,24:6c:84:08:f8:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YUVM, FOC2716YV7P",122 days 4 hrs ,7 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Fairway",687-g22-g-1.net.uwa.edu.au,10.88.56.43,Switches and Hubs,Global/CRAWLEY/687/Ground Floor,Reachable,Supported,24:d5:e4:55:30:00,C9500-24Y4C,FDO27500F5X,122 days 4 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
"DP-Fairway,Edge-Node",689-g51-a-1.net.uwa.edu.au,10.88.56.41,Switches and Hubs,Global/CRAWLEY/689/Ground Floor,Reachable,Supported,4c:ec:0f:96:f9:00,"C9300L-48P-4X, C9300L-48P-4X","FOC2716YUXN, FOC2716YUY8",122 days 4 hrs ,8 minutes,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,2 alerts,10
Edge-Node,710-206-a-1.net.uwa.edu.au,10.89.96.71,Switches and Hubs,Global/Albany/710/Second Floor,Reachable,Supported,58:56:9f:4b:ab:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YV4D, FOC2716YUZ1, FOC2716YV70, FOC2716YUWN",3 days 19 hrs ,about 1 hour,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),[object Object],cat9k_iosxe.17.09.05.SPA.bin,[object Object],17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,8
Edge-Node,711-1002-a-1.net.uwa.edu.au,10.89.96.73,Switches and Hubs,Global/Albany/711/First Floor,Reachable,Supported,58:56:9f:4b:a7:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FOC2716YV8H, FOC2716YV2X, FOC2716YU9Y",3 days 19 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),"[object Object],[object Object],[object Object]",cat9k_iosxe.17.09.05.SPA.bin,"[object Object],[object Object],[object Object]",17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,2 alerts,8
Edge-Node,713-g01-a-1.net.uwa.edu.au,10.89.96.75,Switches and Hubs,Global/Albany/713/Ground Floor,Reachable,Supported,44:88:16:0e:c5:80,C9300L-48P-4X,FOC2629YRL1,3 days 19 hrs ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),"[object Object],[object Object],[object Object]",cat9k_iosxe.17.09.05.SPA.bin,"[object Object],[object Object],[object Object]",17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,Not Scanned,10
Edge-Node,852-g47-a-1.net.uwa.edu.au,10.88.88.1,Switches and Hubs,Global/CRAWLEY/852/Ground Floor,Reachable,Supported,8c:44:a5:7b:a5:80,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2814L2R8, FVH2814L3KT, FOC2716YVDV",55 days 23 hrs ,about 5 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,1 alert,8
Edge-Node,857-g02-a-1.net.uwa.edu.au,10.88.88.3,Switches and Hubs,Global/CRAWLEY/857/Ground Floor,Reachable,Supported,40:06:d5:7e:20:80,C9300L-24P-4X,FOC2604YHN8,29 days 4 hrs ,about 24 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
Edge-Node,858-g02a-a-1.net.uwa.edu.au,10.88.88.5,Switches and Hubs,Global/CRAWLEY/858/Ground Floor,Reachable,Supported,74:ad:98:55:b7:00,C9300L-24P-4X,FOC2529LGSG,29 days 1 hr ,about 22 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,[object Object],cat9k_iosxe.17.09.05.SPA.bin,[object Object],17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
Edge-Node,861-g04-a-1.net.uwa.edu.au,10.88.88.13,Switches and Hubs,Global/CRAWLEY/861/Ground Floor,Reachable,Supported,74:ad:98:60:e3:80,C9300L-24P-4X,FOC2529LJLD,23 hrs 29 mins ,about 21 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Device was either added after the last scan or was not reachable during the last scan. Please scan again to update security vulnerabilities information.),"[object Object],[object Object]",cat9k_iosxe.17.09.05.SPA.bin,"[object Object],[object Object]",17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,21 hours ago,,,,,,,,,,,Enabled,,,NON_COMPLIANT,PASSED,Not Scanned,10
Edge-Node,863-g02b-a-1.net.uwa.edu.au,10.88.88.7,Switches and Hubs,Global/CRAWLEY/863/Ground Floor,Reachable,Supported,48:2e:72:34:67:80,C9300L-24P-4X,FOC2617ZC4E,27 days 14 mins ,about 3 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",4601-1101-a-1.net.uwa.edu.au,10.88.24.133,Switches and Hubs,Global/CRAWLEY/4601/First Floor,Reachable,Supported,f8:39:18:c2:63:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2812L2Z9, FVH2814L2SW, FVH2814L2SY, FVH2814L2QK, FVH2814L3LP",122 days 6 hrs ,20 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",4601-1101-a-2.net.uwa.edu.au,10.88.24.134,Switches and Hubs,Global/CRAWLEY/4601/First Floor,Reachable,Supported,8c:44:a5:8b:81:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2814L3KU, FVH2814L3LH, FVH2812L2ZG, FVH2814L3LA, FVH2812L2VK, FVH2814L3LL",122 days 6 hrs ,4 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"DP-Physics,Edge-Node",4601-g123-a-1.net.uwa.edu.au,10.88.24.132,Switches and Hubs,Global/CRAWLEY/4601/Ground Floor,Reachable,Supported,8c:44:a5:8b:84:00,"C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X, C9300L-48P-4X","FVH2814L3KG, FVH2814L3LU, FVH2814L3KS, FVH2814L3LE, FVH2814L3KR, FVH2812L2UG",122 days 6 hrs ,8 minutes,24:00:00,Managed (Syncing...),ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,8
"DP-Physics,Edge-Node",4601-g123-a-2.net.uwa.edu.au,10.88.24.135,Switches and Hubs,Global/CRAWLEY/4601/Ground Floor,Reachable,Supported,8c:44:a5:8b:7e:80,C9300L-48P-4X,FVH2814L3KJ,122 days 6 hrs ,about 6 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,1 alert,10
"Aggregation Switch,DP-Physics",4601-g123-g-1.net.uwa.edu.au,10.88.24.130,Switches and Hubs,Global/CRAWLEY/4601/Ground Floor,Reachable,Supported,24:d5:e4:55:2f:60,C9500-24Y4C,FDO27500F5S,122 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,3,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
Edge-Node,4716-g11-a-1.net.uwa.edu.au,10.89.96.77,Switches and Hubs,Global/Albany/4716/Ground Floor,Reachable,Supported,88:fc:5d:83:1e:80,C9300L-48P-4X,FOC2629YS2U,3 days 19 hrs ,about 4 hours,24:00:00,Managed,ACCESS,Cisco Catalyst 9300 Series Switches,Unsupported,N/A (Security vulnerabilities for the device could not be determined during the last scan. Please scan again to update security vulnerabilities information.),"[object Object],[object Object],[object Object]",cat9k_iosxe.17.09.05.SPA.bin,"[object Object],[object Object],[object Object]",17.9.5,Device Uptodate,UPTODATE,Success,Success,Not Applied,a day ago,,,,,,,,,,,Enabled,,,COMPLIANT,PASSED,Not Scanned,8
Border-Router,albany-br-01.net.uwa.edu.au,10.89.96.65,Switches and Hubs,Global/Albany/710/Second Floor,Reachable,Supported,74:8f:c2:fa:14:80,C9300X-24Y,FOC2711YBRN,3 days 18 hrs ,9 minutes,24:00:00,Managed,BORDER ROUTER,Cisco Catalyst 9300 Series Switches,Unsupported,3,"[object Object],[object Object]",cat9k_iosxe.17.09.05.SPA.bin,"[object Object],[object Object]",17.9.5,Distribution Pending,OUTDATED,Success,Failed,Success,4 months ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1 alert,10
Distribution-Router,claremont-dr-04.net.uwa.edu.au,10.88.8.143,Switches and Hubs,Global/CRAWLEY/851/Claremont DP,Reachable,Supported,d4:7f:35:36:28:e0,"C9500-48Y4C, C9500-48Y4C","FDO282516DV, FDO282600DQ",112 days 2 hrs ,about 3 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,"[object Object],[object Object],[object Object]",cat9k_iosxe.17.09.05.SPA.bin,"[object Object],[object Object],[object Object]",17.9.5,Device Uptodate,UPTODATE,,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
Distribution-Router,fairway-dr-04.net.uwa.edu.au,10.88.8.139,Switches and Hubs,Global/CRAWLEY/658/Fairway DP,Reachable,Supported,40:f0:78:aa:4c:00,"C9500-48Y4C, C9500-48Y4C","FDO25350BYJ, FDO24440BZZ",133 days 23 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1 alert,8
Border-Router,physics-br-02.net.uwa.edu.au,10.88.0.1,Switches and Hubs,Global/CRAWLEY/245/Physics DC,Reachable,Supported,74:ad:98:79:f7:60,C9500-32QC,FDO25260674,115 days 3 hrs ,about 6 hours,24:00:00,Managed,BORDER ROUTER,Cisco Catalyst 9500 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.05.SPA.bin,[object Object],17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,2 months ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,8
Core-Router,physics-cr-02.net.uwa.edu.au,10.88.8.129,Switches and Hubs,Global/CRAWLEY/245/Physics DC,Reachable,Supported,f0:4a:02:20:a6:60,C9500-32QC,FDO25210KX4,115 days 4 hrs ,about 6 hours,24:00:00,Managed,CORE,Cisco Catalyst 9500 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.05.SPA.bin,[object Object],17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,4 months ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,8
Distribution-Router,physics-dr-04.net.uwa.edu.au,10.88.8.135,Switches and Hubs,Global/CRAWLEY/245/Physics DC,Reachable,Supported,20:cf:ae:83:c5:40,"C9500-48Y4C, C9500-48Y4C","FDO253418ZM, FDO25350BX8",967 days 4 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,8
Distribution-Router,qe2-dr-04.net.uwa.edu.au,10.88.8.141,Switches and Hubs,Global/CRAWLEY/502/QE2 DP,Reachable,Supported,40:f0:78:aa:84:40,"C9500-48Y4C, C9500-48Y4C","FDO253418ZQ, FDO24440501",125 days 6 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,8
Border-Router,reid-br-02.net.uwa.edu.au,10.88.0.2,Switches and Hubs,Global/CRAWLEY/139/Reid DC,Reachable,Supported,f0:4a:02:0b:94:a0,C9500-32QC,FDO25210KXE,115 days 4 hrs ,about 6 hours,24:00:00,Managed,BORDER ROUTER,Cisco Catalyst 9500 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.05.SPA.bin,[object Object],17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,2 months ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,8
Core-Router,reid-cr-02.net.uwa.edu.au,10.88.8.130,Switches and Hubs,Global/CRAWLEY/139/Reid DC,Reachable,Supported,74:ad:98:79:f9:e0,C9500-32QC,FDO2526068T,115 days 4 hrs ,about 6 hours,24:00:00,Managed,CORE,Cisco Catalyst 9500 Series Switches,Unsupported,,[object Object],cat9k_iosxe.17.09.05.SPA.bin,[object Object],17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,4 months ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,8
Distribution-Router,science-dr-04.net.uwa.edu.au,10.88.8.137,Switches and Hubs,Global/CRAWLEY/446/First Floor,Reachable,Supported,20:cf:ae:83:c4:a0,"C9500-48Y4C, C9500-48Y4C","FDO253418YZ, FDO24440BT7",881 days 7 hrs ,about 6 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,COMPLIANT,PASSED,1 alert,10
Distribution-Router,shenton-dr-04.net.uwa.edu.au,10.88.8.145,Switches and Hubs,Global/CRAWLEY/620/Shenton DP,Reachable,Supported,d4:7f:35:42:54:80,"C9500-48Y4C, C9500-48Y4C","FDO282600DW, FDO28251K5S",5 days 5 hrs ,about 23 hours,24:00:00,Managed,DISTRIBUTION,Cisco Catalyst 9500 Series Switches,Unsupported,,,cat9k_iosxe.17.09.05.SPA.bin,,17.9.5,Device Uptodate,UPTODATE,Success,Success,Success,a day ago,,,,,,,,,,,Not Provisioned,,,NON_COMPLIANT,PASSED,1 alert,8
